Wall time,Step,Value
1676998317.9334247,0,7.3981614112854
1676998664.8390114,1,4.518965244293213
1676998773.0292318,2,3.4245176315307617
1676998881.7213628,3,2.845768928527832
1676998988.9848444,4,2.48350191116333
1676999096.2004325,5,2.2399942874908447
1676999202.8374383,6,2.065063714981079
1676999309.8018367,7,1.921536922454834
1676999417.664826,8,1.8058972358703613
1676999525.0497832,9,1.713870644569397
1676999633.0190728,10,1.6382015943527222
1676999740.3120854,11,1.573553442955017
1676999848.4321444,12,1.5179708003997803
1676999956.6850154,13,1.4682519435882568
1677000065.0393262,14,1.4230343103408813
1677000172.6992848,15,1.3851920366287231
1677000280.931349,16,1.351503849029541
1677000387.8580031,17,1.3210947513580322
1677000495.6215749,18,1.292899250984192
1677000603.364506,19,1.2672783136367798
1677000711.5494237,20,1.2445101737976074
1677000818.8710423,21,1.2226696014404297
1677000926.6689117,22,1.2026796340942383
1677001033.5831962,23,1.1840547323226929
1677001142.4725952,24,1.1666826009750366
1677001478.316698,25,1.151179313659668
1677001587.2772195,26,1.1362262964248657
1677001695.9146588,27,1.122208833694458
1677001804.1796432,28,1.108749508857727
1677001911.7885396,29,1.0955970287322998
1677002018.7771595,30,1.082934021949768
1677002126.1566741,31,1.0711172819137573
1677002233.0300107,32,1.0605180263519287
1677002340.759345,33,1.0500420331954956
1677002447.4839,34,1.0404047966003418
1677002555.0110645,35,1.0310745239257812
1677002662.8916173,36,1.021765947341919
1677002770.247539,37,1.0127540826797485
1677002878.562263,38,1.003961205482483
1677002986.275347,39,0.995712399482727
1677003094.6118164,40,0.9876593351364136
1677003201.1540418,41,0.9804897904396057
1677003309.338635,42,0.972751259803772
1677003415.7955189,43,0.9656589031219482
1677003523.3012614,44,0.958659291267395
1677003630.5912955,45,0.9523220062255859
1677003738.5321405,46,0.9457511901855469
1677003846.100728,47,0.9396107792854309
1677003952.405414,48,0.9336708784103394
1677004059.6451883,49,0.9281504154205322
1677004395.7279475,50,0.9228755235671997
1677004504.9726932,51,0.9174606204032898
1677004613.3377612,52,0.9121719598770142
1677004721.6443217,53,0.9068081974983215
1677004830.3586519,54,0.9019450545310974
1677004938.6783917,55,0.8971477746963501
1677005045.6648536,56,0.8926043510437012
1677005152.9356577,57,0.8879156708717346
1677005260.0865216,58,0.8832923173904419
1677005367.5956256,59,0.8789424300193787
1677005474.870672,60,0.874579906463623
1677005582.272924,61,0.8705500364303589
1677005689.6813397,62,0.8666908144950867
1677005797.3999424,63,0.8629692196846008
1677005905.7352312,64,0.8593026995658875
1677006013.214647,65,0.8554036021232605
1677006120.9449925,66,0.8517603278160095
1677006228.0826218,67,0.8480596542358398
1677006335.6309047,68,0.8444591164588928
1677006443.1291056,69,0.840960681438446
1677006551.0267913,70,0.8374251127243042
1677006658.3406038,71,0.8340405821800232
1677006766.0420136,72,0.8308696746826172
1677006873.1695042,73,0.8275407552719116
1677006979.635308,74,0.8243276476860046
1677007313.2416425,75,0.821276068687439
1677007421.2771132,76,0.8183135390281677
1677007529.70963,77,0.8152838349342346
1677007637.5989654,78,0.8125706911087036
1677007746.5253081,79,0.8097694516181946
1677007853.6489952,80,0.806984007358551
1677007962.0762625,81,0.804427444934845
1677008069.9284775,82,0.8018122911453247
1677008177.4387894,83,0.799405038356781
1677008285.027325,84,0.7966626882553101
1677008393.1108081,85,0.7940732836723328
1677008500.883115,86,0.7916015386581421
1677008607.82421,87,0.7891496419906616
1677008716.1608908,88,0.7868444919586182
1677008822.7786489,89,0.7844532132148743
1677008929.4128077,90,0.7821003198623657
1677009037.9413204,91,0.7797266244888306
1677009145.2664676,92,0.7774676084518433
1677009253.4191337,93,0.7753043174743652
1677009361.6942565,94,0.7731097340583801
1677009469.8609855,95,0.770897626876831
1677009577.121154,96,0.7688838839530945
1677009684.5277953,97,0.7668277621269226
1677009792.4136548,98,0.7650271058082581
1677009899.2694988,99,0.7629550099372864
1677010236.6153393,100,0.7610440254211426
1677010344.9918709,101,0.7592076063156128
1677010453.2949286,102,0.7572448253631592
1677010561.6072724,103,0.755319356918335
1677010669.9845634,104,0.7535101771354675
1677010777.4359365,105,0.7515785098075867
1677010886.2000165,106,0.7498440742492676
1677010993.147559,107,0.7483582496643066
1677011101.0196064,108,0.7465213537216187
1677011208.0139127,109,0.7446818947792053
1677011315.9461288,110,0.7429779171943665
1677011423.253209,111,0.7414359450340271
1677011530.2639387,112,0.7398908734321594
1677011638.4107301,113,0.7382620573043823
1677011746.1610093,114,0.7366868257522583
1677011853.0535703,115,0.7351683974266052
1677011959.9853313,116,0.7335678339004517
1677012067.4434938,117,0.7319619655609131
1677012174.8911197,118,0.7303292155265808
1677012282.8670533,119,0.7287943363189697
1677012389.6572242,120,0.7272915840148926
1677012497.2320082,121,0.7258025407791138
1677012604.0426166,122,0.7243859171867371
1677012712.428613,123,0.7229491472244263
1677012820.0795941,124,0.7216100096702576
1677013157.5173385,125,0.7202467322349548
1677013265.9636903,126,0.7188972234725952
1677013374.4894197,127,0.7176297307014465
1677013482.0831552,128,0.7163906097412109
1677013589.6931295,129,0.715175449848175
